player_name,fantasy_score,venue,opposition_team,player_team_first_role
SP Narine,59,Feroz Shah Kotla,Delhi Daredevils,bowling
Kuldeep Yadav,0,Feroz Shah Kotla,Delhi Daredevils,bowling
C de Grandhomme,1,Feroz Shah Kotla,Delhi Daredevils,bowling
YK Pathan,65,Feroz Shah Kotla,Delhi Daredevils,bowling
UT Yadav,33,Feroz Shah Kotla,Delhi Daredevils,bowling
Mohammed Shami,-2,Feroz Shah Kotla,Kolkata Knight Riders,batting
Z Khan,58,Feroz Shah Kotla,Kolkata Knight Riders,batting
G Gambhir,22,Feroz Shah Kotla,Delhi Daredevils,bowling
SV Samson,46,Feroz Shah Kotla,Kolkata Knight Riders,batting
CH Morris,42,Feroz Shah Kotla,Kolkata Knight Riders,batting
KK Nair,22,Feroz Shah Kotla,Kolkata Knight Riders,batting
A Mishra,25,Feroz Shah Kotla,Kolkata Knight Riders,batting
PJ Cummins,53,Feroz Shah Kotla,Kolkata Knight Riders,batting
SA Yadav,5,Feroz Shah Kotla,Delhi Daredevils,bowling
RV Uthappa,21,Feroz Shah Kotla,Delhi Daredevils,bowling
CR Woakes,28,Feroz Shah Kotla,Delhi Daredevils,bowling
SW Billings,31,Feroz Shah Kotla,Kolkata Knight Riders,batting
I Sharma,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
DJ Hooda,13,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
EJG Morgan,15,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
S Kaul,33,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
MM Sharma,60,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
DA Miller,9,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
DA Warner,77,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
GJ Maxwell,12,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
MC Henriques,32,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
NV Ojha,34,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
KC Cariappa,26,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
HM Amla,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
BB Sran,0,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
Yuvraj Singh,0,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
Rashid Khan,74,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
Mohammad Nabi,35,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
S Dhawan,30,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
M Vohra,106,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
AR Patel,57,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
Sandeep Sharma,36,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
B Kumar,149,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
WP Saha,56,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
Ishan Kishan,47,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
CH Gayle,90,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
TM Head,59,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
KM Jadhav,67,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
SR Watson,8,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
RA Jadeja,25,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
P Negi,25,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
AF Milne,33,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
KD Karthik,1,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
SK Raina,29,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
S Kaushik,0,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
AJ Finch,17,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
DS Kulkarni,25,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
BB McCullum,80,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
Mandeep Singh,8,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
V Kohli,79,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
YS Chahal,83,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
S Aravind,25,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
Basil Thampi,33,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
AJ Tye,6,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
DR Smith,9,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bowling
DJ Hooda,19,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
SS Iyer,61,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
S Kaul,25,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
RR Pant,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
AD Mathews,41,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
MC Henriques,22,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
DA Warner,12,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
J Yadav,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
Mohammed Siraj,50,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
Yuvraj Singh,53,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
Z Khan,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
Rashid Khan,0,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
SV Samson,45,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
CH Morris,108,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
KK Nair,38,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
A Mishra,8,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
S Dhawan,77,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
PJ Cummins,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
KS Williamson,101,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
SW Billings,16,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
B Kumar,0,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,batting
I Sharma,0,Holkar Cricket Stadium,Mumbai Indians,batting
HH Pandya,19,Holkar Cricket Stadium,Kings XI Punjab,bowling
MM Sharma,25,Holkar Cricket Stadium,Mumbai Indians,batting
PA Patel,39,Holkar Cricket Stadium,Kings XI Punjab,bowling
GJ Maxwell,62,Holkar Cricket Stadium,Mumbai Indians,batting
KH Pandya,33,Holkar Cricket Stadium,Kings XI Punjab,bowling
SL Malinga,0,Holkar Cricket Stadium,Kings XI Punjab,bowling
HM Amla,112,Holkar Cricket Stadium,Mumbai Indians,batting
JC Buttler,90,Holkar Cricket Stadium,Kings XI Punjab,bowling
MP Stoinis,26,Holkar Cricket Stadium,Mumbai Indians,batting
JJ Bumrah,33,Holkar Cricket Stadium,Kings XI Punjab,bowling
Swapnil Singh,0,Holkar Cricket Stadium,Mumbai Indians,batting
SE Marsh,31,Holkar Cricket Stadium,Mumbai Indians,batting
AR Patel,2,Holkar Cricket Stadium,Mumbai Indians,batting
Harbhajan Singh,0,Holkar Cricket Stadium,Kings XI Punjab,bowling
Sandeep Sharma,0,Holkar Cricket Stadium,Mumbai Indians,batting
N Rana,70,Holkar Cricket Stadium,Kings XI Punjab,bowling
MJ McClenaghan,50,Holkar Cricket Stadium,Kings XI Punjab,bowling
KA Pollard,16,Holkar Cricket Stadium,Kings XI Punjab,bowling
WP Saha,9,Holkar Cricket Stadium,Mumbai Indians,batting
Ishan Kishan,4,Eden Gardens,Kolkata Knight Riders,bowling
Shakib Al Hasan,1,Eden Gardens,Gujarat Lions,batting
NM Coulter-Nile,50,Eden Gardens,Gujarat Lions,batting
MK Pandey,50,Eden Gardens,Gujarat Lions,batting
SP Narine,53,Eden Gardens,Gujarat Lions,batting
Kuldeep Yadav,50,Eden Gardens,Gujarat Lions,batting
RA Jadeja,22,Eden Gardens,Kolkata Knight Riders,bowling
YK Pathan,13,Eden Gardens,Gujarat Lions,batting
KD Karthik,3,Eden Gardens,Kolkata Knight Riders,bowling
SK Raina,130,Eden Gardens,Kolkata Knight Riders,bowling
UT Yadav,41,Eden Gardens,Gujarat Lions,batting
AJ Finch,37,Eden Gardens,Kolkata Knight Riders,bowling
DS Kulkarni,0,Eden Gardens,Kolkata Knight Riders,bowling
BB McCullum,46,Eden Gardens,Kolkata Knight Riders,bowling
G Gambhir,43,Eden Gardens,Gujarat Lions,batting
P Kumar,25,Eden Gardens,Kolkata Knight Riders,bowling
JP Faulkner,37,Eden Gardens,Kolkata Knight Riders,bowling
Basil Thampi,58,Eden Gardens,Kolkata Knight Riders,bowling
DR Smith,6,Eden Gardens,Kolkata Knight Riders,bowling
SA Yadav,1,Eden Gardens,Gujarat Lions,batting
RV Uthappa,80,Eden Gardens,Gujarat Lions,batting
CR Woakes,25,Eden Gardens,Gujarat Lions,batting
HH Pandya,73,Wankhede Stadium,Delhi Daredevils,batting
SS Iyer,7,Wankhede Stadium,Mumbai Indians,bowling
RR Pant,8,Wankhede Stadium,Mumbai Indians,bowling
AP Tare,0,Wankhede Stadium,Mumbai Indians,bowling
PA Patel,11,Wankhede Stadium,Delhi Daredevils,batting
KH Pandya,16,Wankhede Stadium,Delhi Daredevils,batting
JC Buttler,29,Wankhede Stadium,Delhi Daredevils,batting
Z Khan,0,Wankhede Stadium,Mumbai Indians,bowling
MG Johnson,33,Wankhede Stadium,Delhi Daredevils,batting
JJ Bumrah,58,Wankhede Stadium,Delhi Daredevils,batting
SV Samson,33,Wankhede Stadium,Mumbai Indians,bowling
CH Morris,105,Wankhede Stadium,Mumbai Indians,bowling
RG Sharma,13,Wankhede Stadium,Delhi Daredevils,batting
KK Nair,5,Wankhede Stadium,Mumbai Indians,bowling
A Mishra,50,Wankhede Stadium,Mumbai Indians,bowling
PJ Cummins,60,Wankhede Stadium,Mumbai Indians,bowling
Harbhajan Singh,10,Wankhede Stadium,Delhi Daredevils,batting
CJ Anderson,6,Wankhede Stadium,Mumbai Indians,bowling
N Rana,9,Wankhede Stadium,Delhi Daredevils,batting
MJ McClenaghan,84,Wankhede Stadium,Delhi Daredevils,batting
K Rabada,114,Wankhede Stadium,Mumbai Indians,bowling
KA Pollard,22,Wankhede Stadium,Delhi Daredevils,batting
MS Dhoni,70,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
DJ Hooda,23,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
S Kaul,8,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
AM Rahane,0,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
JD Unadkat,33,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
DT Christian,33,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
MC Henriques,59,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
DA Warner,42,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
BA Stokes,11,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
MK Tiwary,20,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
Washington Sundar,0,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
SPD Smith,32,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
Bipul Sharma,25,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
Mohammed Siraj,0,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
Rashid Khan,72,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
Imran Tahir,25,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
S Dhawan,33,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
KS Williamson,24,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
SN Thakur,0,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
B Kumar,25,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,batting
RA Tripathi,77,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,bowling
T Natarajan,0,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
MM Sharma,29,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
RA Jadeja,41,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
AD Nath,0,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
GJ Maxwell,46,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
KD Karthik,68,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
SK Raina,44,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
AJ Finch,23,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
KC Cariappa,58,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
BB McCullum,15,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
HM Amla,74,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
MP Stoinis,23,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
NB Singh,25,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
SS Agarwal,25,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
Basil Thampi,45,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
SE Marsh,32,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
M Vohra,2,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
AR Patel,89,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
DR Smith,30,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
AJ Tye,74,Saurashtra Cricket Association Stadium,Kings XI Punjab,bowling
Sandeep Sharma,66,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
WP Saha,12,Saurashtra Cricket Association Stadium,Gujarat Lions,batting
NM Coulter-Nile,83,Eden Gardens,Royal Challengers Bangalore,batting
CH Gayle,0,Eden Gardens,Kolkata Knight Riders,bowling
KM Jadhav,35,Eden Gardens,Kolkata Knight Riders,bowling
MK Pandey,40,Eden Gardens,Royal Challengers Bangalore,batting
SP Narine,40,Eden Gardens,Royal Challengers Bangalore,batting
Kuldeep Yadav,12,Eden Gardens,Royal Challengers Bangalore,batting
C de Grandhomme,83,Eden Gardens,Royal Challengers Bangalore,batting
YK Pathan,6,Eden Gardens,Royal Challengers Bangalore,batting
AB de Villiers,18,Eden Gardens,Kolkata Knight Riders,bowling
P Negi,52,Eden Gardens,Kolkata Knight Riders,bowling
UT Yadav,27,Eden Gardens,Royal Challengers Bangalore,batting
Mandeep Singh,9,Eden Gardens,Kolkata Knight Riders,bowling
V Kohli,8,Eden Gardens,Kolkata Knight Riders,bowling
G Gambhir,15,Eden Gardens,Royal Challengers Bangalore,batting
TS Mills,60,Eden Gardens,Kolkata Knight Riders,bowling
YS Chahal,83,Eden Gardens,Kolkata Knight Riders,bowling
S Aravind,39,Eden Gardens,Kolkata Knight Riders,bowling
SA Yadav,16,Eden Gardens,Royal Challengers Bangalore,batting
RV Uthappa,29,Eden Gardens,Royal Challengers Bangalore,batting
CR Woakes,112,Eden Gardens,Royal Challengers Bangalore,batting
S Badree,41,Eden Gardens,Kolkata Knight Riders,bowling
STR Binny,35,Eden Gardens,Kolkata Knight Riders,bowling
MS Dhoni,7,Wankhede Stadium,Mumbai Indians,batting
RA Tripathi,50,Wankhede Stadium,Mumbai Indians,batting
HH Pandya,11,Wankhede Stadium,Rising Pune Supergiant,bowling
AM Rahane,43,Wankhede Stadium,Mumbai Indians,batting
JD Unadkat,83,Wankhede Stadium,Mumbai Indians,batting
DT Christian,30,Wankhede Stadium,Mumbai Indians,batting
PA Patel,35,Wankhede Stadium,Rising Pune Supergiant,bowling
BA Stokes,85,Wankhede Stadium,Mumbai Indians,batting
Washington Sundar,43,Wankhede Stadium,Mumbai Indians,batting
MK Tiwary,26,Wankhede Stadium,Mumbai Indians,batting
JC Buttler,20,Wankhede Stadium,Rising Pune Supergiant,bowling
SPD Smith,27,Wankhede Stadium,Mumbai Indians,batting
KV Sharma,63,Wankhede Stadium,Rising Pune Supergiant,bowling
MG Johnson,33,Wankhede Stadium,Rising Pune Supergiant,bowling
JJ Bumrah,66,Wankhede Stadium,Rising Pune Supergiant,bowling
RG Sharma,66,Wankhede Stadium,Rising Pune Supergiant,bowling
Imran Tahir,25,Wankhede Stadium,Mumbai Indians,batting
Harbhajan Singh,42,Wankhede Stadium,Rising Pune Supergiant,bowling
SN Thakur,0,Wankhede Stadium,Mumbai Indians,batting
N Rana,3,Wankhede Stadium,Rising Pune Supergiant,bowling
MJ McClenaghan,0,Wankhede Stadium,Rising Pune Supergiant,bowling
KA Pollard,16,Wankhede Stadium,Rising Pune Supergiant,bowling
MS Dhoni,28,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
AM Rahane,50,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
SP Narine,42,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
Kuldeep Yadav,50,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
MK Pandey,8,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
C de Grandhomme,0,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
DT Christian,41,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
JD Unadkat,25,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
SN Thakur,8,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
UT Yadav,25,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
DM Bravo,7,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
MK Tiwary,1,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
Washington Sundar,25,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
SPD Smith,55,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
G Gambhir,64,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
Imran Tahir,0,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
CR Woakes,0,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
RV Uthappa,156,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
PP Chawla,33,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowling
RA Tripathi,49,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,batting
Ishan Kishan,28,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
A Choudhary,16,M Chinnaswamy Stadium,Gujarat Lions,batting
CH Gayle,5,M Chinnaswamy Stadium,Gujarat Lions,batting
TM Head,0,M Chinnaswamy Stadium,Gujarat Lions,batting
Ankit Soni,50,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
KM Jadhav,37,M Chinnaswamy Stadium,Gujarat Lions,batting
RA Jadeja,80,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
AB de Villiers,17,M Chinnaswamy Stadium,Gujarat Lions,batting
P Negi,64,M Chinnaswamy Stadium,Gujarat Lions,batting
KD Karthik,8,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
SK Raina,40,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
AJ Finch,91,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
Mandeep Singh,6,M Chinnaswamy Stadium,Gujarat Lions,batting
BB McCullum,11,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
NB Singh,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
V Kohli,8,M Chinnaswamy Stadium,Gujarat Lions,batting
YS Chahal,1,M Chinnaswamy Stadium,Gujarat Lions,batting
JP Faulkner,50,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
S Aravind,5,M Chinnaswamy Stadium,Gujarat Lions,batting
Basil Thampi,33,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
AJ Tye,75,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
S Badree,61,M Chinnaswamy Stadium,Gujarat Lions,batting
SS Iyer,51,Eden Gardens,Kolkata Knight Riders,batting
NM Coulter-Nile,91,Eden Gardens,Delhi Daredevils,bowling
RR Pant,7,Eden Gardens,Kolkata Knight Riders,batting
AR Bawne,13,Eden Gardens,Kolkata Knight Riders,batting
SP Narine,61,Eden Gardens,Delhi Daredevils,bowling
MK Pandey,6,Eden Gardens,Delhi Daredevils,bowling
SP Jackson,14,Eden Gardens,Delhi Daredevils,bowling
Kuldeep Yadav,0,Eden Gardens,Delhi Daredevils,bowling
C de Grandhomme,0,Eden Gardens,Delhi Daredevils,bowling
UT Yadav,33,Eden Gardens,Delhi Daredevils,bowling
Z Khan,0,Eden Gardens,Kolkata Knight Riders,batting
